GeneID	Product	Note	Gene_Biotype	Location	Strand	Dbxref	Araport11	Araport11_Description	InterPro	InterPro_Description	SwissProt	SwissProt_Description	TrEMBL	TrEMBL_Description
PITG_18524	uncharacterized protein		protein_coding	NW_003303690.1:337438-337789	+	GeneID:9462760	AT5G28524.1		IPR000001;IPR000002					
PITG_18526	uncharacterized protein		protein_coding	NW_003303690.1:376939-377446	-	GeneID:9462761	AT2G28526.1		IPR000001;IPR000002					
PITG_18527	uncharacterized protein		protein_coding	NW_003303690.1:384843-385279	-	GeneID:9462762	AT3G28527.1		IPR000001;IPR000002					
PITG_18528	uncharacterized protein		protein_coding	NW_003303690.1:386916-387827	-	GeneID:9462763	AT4G28528.1		IPR000001;IPR000002					
PITG_18529	uncharacterized protein		protein_coding	NW_003303690.1:387869-388453	-	GeneID:9462764	AT5G28529.1		IPR000001;IPR000002					
PITG_18531	uncharacterized protein		protein_coding	NW_003303690.1:420274-420774	+	GeneID:9462766	AT2G28531.1		IPR000001;IPR000002					
PITG_18532	uncharacterized protein		protein_coding	NW_003303690.1:423339-423616	-	GeneID:9462767	AT3G28532.1		IPR000001;IPR000002					
PITG_18534	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase, putative		protein_coding	NW_003303690.1:427816-428780	-	GeneID:9462769	AT5G28534.1	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	IPR001327;IPR016040	Q73593	Q73593		A0A391C9B9	
PITG_18535	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase, putative		protein_coding	NW_003303690.1:429047-430165	-	GeneID:9462770	AT1G28535.1	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	IPR001327;IPR016040	Q73593	Q73593		A0A22C91CC	
PITG_18536	oxidoreductase, putative		protein_coding	NW_003303690.1:431848-432563	+	GeneID:9462771	AT2G28536.1	oxidoreductase	IPR001327;IPR016040	Q65473	Q65473		A0A8F15FBB	
PITG_18537	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase, putative		protein_coding	NW_003303690.1:432694-433869	+	GeneID:9462772	AT3G28537.1	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	IPR001327;IPR016040	Q73593	Q73593		A0A3E54766	
PITG_18538	3-isopropylmalate dehydratase large subunit, putative		protein_coding	NW_003303690.1:434186-436321	+	GeneID:9462773	AT4G28538.1	3-isopropylmalate dehydratase large subunit	IPR000001;IPR000002				A0AAF72494	
PITG_18539	uncharacterized protein		protein_coding	NW_003303690.1:436534-438508	+	GeneID:9462774	AT5G28539.1		IPR000001;IPR000002					
PITG_18540	uncharacterized protein		protein_coding	NW_003303690.1:438600-439167	-	GeneID:9462775	AT1G28540.1		IPR000001;IPR000002					
PITG_18541	uncharacterized protein		protein_coding	NW_003303690.1:439466-439699	-	GeneID:9462776	AT2G28541.1		IPR000001;IPR000002					
PITG_18542	uncharacterized protein		protein_coding	NW_003303690.1:439802-440652	+	GeneID:9462777	AT3G28542.1		IPR000001;IPR000002					
PITG_18543	uncharacterized protein		protein_coding	NW_003303690.1:441086-442396	-	GeneID:9462778	AT4G28543.1		IPR000001;IPR000002					
PITG_18545	tetrahydrofolate dehydrogenase		protein_coding	NW_003303690.1:444459-445496	-	GeneID:9462779	AT1G28545.1	tetrahydrofolate dehydrogenase	IPR001327;IPR016040	Q8E6C0	Q8E6C0		A0A53A04E8	
PITG_18547	Crinkler (CRN) family protein		protein_coding	NW_003303690.1:453637-454233	+	GeneID:9462781	AT3G28547.1	Crinkler (CRN) family protein	IPR000001;IPR000002				A0A05CA89F	
PITG_18548	uncharacterized protein		protein_coding	NW_003303690.1:471758-472243	-	GeneID:9462782	AT4G28548.1		IPR000001;IPR000002					
PITG_18552	tetrahydrofolate dehydrogenase		protein_coding	NW_003303690.1:477025-479448	-	GeneID:9462783	AT3G28552.1	tetrahydrofolate dehydrogenase	IPR001327;IPR016040	Q8E6C0	Q8E6C0		A0A51B3460	
PITG_18553	tetrahydrofolate dehydrogenase		protein_coding	NW_003303690.1:482121-483407	-	GeneID:9462784	AT4G28553.1	tetrahydrofolate dehydrogenase	IPR001327;IPR016040	Q8E6C0	Q8E6C0		A0A281986C	
PITG_18554	Crinkler (CRN) family protein		protein_coding	NW_003303690.1:486631-488408	+	GeneID:9462785	AT5G28554.1	Crinkler (CRN) family protein	IPR000001;IPR000002				A0A8AAF224	
PITG_18557	uncharacterized protein		protein_coding	NW_003303690.1:499471-499894	+	GeneID:9462786	AT3G28557.1		IPR000001;IPR000002					
PITG_18558	uncharacterized protein		protein_coding	NW_003303690.1:503893-504639	+	GeneID:9462787	AT4G28558.1		IPR000001;IPR000002					
PITG_18559	uncharacterized protein		protein_coding	NW_003303690.1:504685-505875	-	GeneID:9462788	AT5G28559.1		IPR000001;IPR000002					
PITG_18560	uncharacterized protein		protein_coding	NW_003303690.1:505925-507653	+	GeneID:9462789	AT1G28560.1		IPR000001;IPR000002					
PITG_18561	uncharacterized protein		protein_coding	NW_003303690.1:507709-508011	-	GeneID:9462790	AT2G28561.1		IPR000001;IPR000002					
PITG_18563	uncharacterized protein		protein_coding	NW_003303690.1:527573-528441	+	GeneID:9462951	AT4G28563.1		IPR000001;IPR000002					
PITG_18564	uncharacterized protein		protein_coding	NW_003303690.1:528724-529210	-	GeneID:9462952	AT5G28564.1		IPR000001;IPR000002					
PITG_18565	uncharacterized protein		protein_coding	NW_003303690.1:529689-530891	+	GeneID:9462953	AT1G28565.1		IPR000001;IPR000002					
PITG_18566	uncharacterized protein		protein_coding	NW_003303690.1:537056-538803	-	GeneID:9462954	AT2G28566.1		IPR000001;IPR000002					
PITG_18567	uncharacterized protein		protein_coding	NW_003303690.1:549284-549727	-	GeneID:9462955	AT3G28567.1		IPR000001;IPR000002					
PITG_18568	uncharacterized protein		protein_coding	NW_003303690.1:575795-576339	+	GeneID:9462956	AT4G28568.1		IPR000001;IPR000002					
PITG_18570	uncharacterized protein		protein_coding	NW_003303690.1:584957-586794	+	GeneID:9462957	AT1G28570.1		IPR000001;IPR000002					
PITG_18571	Crinkler (CRN) family protein		protein_coding	NW_003303690.1:591354-593030	+	GeneID:9462958	AT2G28571.1	Crinkler (CRN) family protein	IPR000001;IPR000002				A0AE39927E	
PITG_18574	uncharacterized protein		protein_coding	NW_003303690.1:653484-654405	+	GeneID:9462959	AT5G28574.1		IPR000001;IPR000002					
PITG_18575	uncharacterized protein		protein_coding	NW_003303690.1:657338-658135	+	GeneID:9462960	AT1G28575.1		IPR000001;IPR000002					
PITG_18576	uncharacterized protein		protein_coding	NW_003303690.1:658591-659310	-	GeneID:9462961	AT2G28576.1		IPR000001;IPR000002					
PITG_18578	dual specificity protein phosphatase, putative		protein_coding	NW_003303686.1:67069-68608	-	GeneID:9466346	AT4G28578.1	dual specificity protein phosphatase	IPR004843;IPR015655				A0AF0AA581	
PITG_18579	kinesin-like protein		protein_coding	NW_003303686.1:202807-204019	+	GeneID:9466327	AT5G28579.1	kinesin-like protein	IPR000001;IPR000002				A0A2EFEC49	
PITG_18580	uncharacterized protein		protein_coding	NW_003303686.1:209527-210445	+	GeneID:9466328	AT1G28580.1		IPR000001;IPR000002					
PITG_18583	nonribosomal peptide synthetase, putative		protein_coding	NW_003303686.1:271301-276023	+	GeneID:9466329	AT4G28583.1	nonribosomal peptide synthetase	IPR000504;IPR012336				A0ACBA283D	
PITG_18584	uncharacterized protein		protein_coding	NW_003303686.1:276553-277312	+	GeneID:9466330	AT5G28584.1		IPR000001;IPR000002					
PITG_18592	PcF and SCR74-like cys-rich secreted peptide, putative		protein_coding	NW_003303686.1:395458-395901	+	GeneID:9466331	AT3G28592.1	PcF and SCR74-like cys-rich secreted peptide	IPR001254;IPR015424				A0A81AC2FF	
PITG_18596	uncharacterized protein		protein_coding	NW_003303686.1:477297-478297	-	GeneID:9466333	AT2G28596.1		IPR000001;IPR000002					
PITG_18600	uncharacterized protein		protein_coding	NW_003303686.1:523049-524984	+	GeneID:9466334	AT1G28600.1		IPR000001;IPR000002					
PITG_18602	uncharacterized protein		protein_coding	NW_003303686.1:531278-532664	+	GeneID:9466335	AT3G28602.1		IPR000001;IPR000002					
PITG_18603	uncharacterized protein		protein_coding	NW_003303686.1:539316-540403	+	GeneID:9466336	AT4G28603.1		IPR000001;IPR000002					
PITG_18604	uncharacterized protein		protein_coding	NW_003303686.1:547212-548184	+	GeneID:9466337	AT5G28604.1		IPR000001;IPR000002					
PITG_18605	uncharacterized protein		protein_coding	NW_003303686.1:549627-550083	-	GeneID:9466338	AT1G28605.1		IPR000001;IPR000002					
PITG_18606	uncharacterized protein		protein_coding	NW_003303686.1:551169-552888	+	GeneID:9466339	AT2G28606.1		IPR000001;IPR000002					
PITG_18607	uncharacterized protein		protein_coding	NW_003303686.1:553414-554017	-	GeneID:9466340	AT3G28607.1		IPR000001;IPR000002					
PITG_18608	uncharacterized protein		protein_coding	NW_003303686.1:579277-580435	+	GeneID:9466341	AT4G28608.1		IPR000001;IPR000002					
PITG_18609	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303686.1:582291-582740	+	GeneID:9466342	AT5G28609.1	secreted RxLR effector peptide protein	IPR001254;IPR015424				A0AB15D336	
PITG_18612	uncharacterized protein		protein_coding	NW_003303686.1:602456-603998	+	GeneID:9466343	AT3G28612.1		IPR000001;IPR000002					
PITG_18613	uncharacterized protein		protein_coding	NW_003303686.1:604833-606070	+	GeneID:9466344	AT4G28613.1		IPR000001;IPR000002					
PITG_18614	uncharacterized protein		protein_coding	NW_003303686.1:611589-612537	+	GeneID:9466345	AT5G28614.1		IPR000001;IPR000002					
PITG_18619	uncharacterized protein		protein_coding	NW_003303681.1:32694-33379	-	GeneID:9477134	AT5G28619.1		IPR000001;IPR000002					
PITG_18620	uncharacterized protein		protein_coding	NW_003303681.1:33536-34098	+	GeneID:9477123	AT1G28620.1		IPR000001;IPR000002					
PITG_18621	uncharacterized protein		protein_coding	NW_003303681.1:34557-37515	+	GeneID:9477124	AT2G28621.1		IPR000001;IPR000002					
PITG_18623	polycomb protein, putative		protein_coding	NW_003303681.1:49487-50933	+	GeneID:9477125	AT4G28623.1	polycomb protein	IPR000001;IPR000002	Q5D723	Q5D723		A0AD7B98B8	
PITG_18624	kinesin-like protein		protein_coding	NW_003303681.1:52310-55700	+	GeneID:9477126	AT5G28624.1	kinesin-like protein	IPR000001;IPR000002				A0AB5ACE92	
PITG_18626	uncharacterized protein		protein_coding	NW_003303681.1:96868-97574	-	GeneID:9477127	AT2G28626.1		IPR000001;IPR000002					
PITG_18632	ATPase		protein_coding	NW_003303681.1:510054-511550	+	GeneID:9477129	AT3G28632.1	ATPase	IPR000001;IPR000002				A0AB0A587D	
PITG_18633	tRNA pseudouridine synthase B, putative		protein_coding	NW_003303681.1:511549-512852	-	GeneID:9477130	AT4G28633.1	tRNA pseudouridine synthase B	IPR000504;IPR012336	Q54D89	Q54D89		A0ABE46DF8	
PITG_18634	DNA topoisomerase, putative		protein_coding	NW_003303681.1:512925-515977	+	GeneID:9477131	AT5G28634.1	DNA topoisomerase	IPR000001;IPR000002	Q8D167	Q8D167		A0A71FB8ED	
PITG_18635	uncharacterized protein		protein_coding	NW_003303681.1:515992-516612	-	GeneID:9477132	AT1G28635.1		IPR000001;IPR000002					
PITG_18640	uncharacterized protein		protein_coding	NW_003303688.1:101210-101565	-	GeneID:9466374	AT1G28640.1		IPR000001;IPR000002					
PITG_18641	uncharacterized protein		protein_coding	NW_003303688.1:143372-147280	-	GeneID:9466359	AT2G28641.1		IPR000001;IPR000002					
PITG_18642	uncharacterized protein		protein_coding	NW_003303688.1:147405-149483	-	GeneID:9466360	AT3G28642.1		IPR000001;IPR000002					
PITG_18644	uncharacterized protein		protein_coding	NW_003303688.1:200175-203646	+	GeneID:9466361	AT5G28644.1		IPR000001;IPR000002					
PITG_18648	uncharacterized protein		protein_coding	NW_003303688.1:344810-345321	+	GeneID:9466362	AT4G28648.1		IPR000001;IPR000002					
PITG_18649	SUMO protease, putative		protein_coding	NW_003303688.1:380428-381093	-	GeneID:9466363	AT5G28649.1	SUMO protease	IPR001563;IPR024079				A0A8BD3374	
PITG_18650	proteasomal ubiquitin receptor ADRM1-like protein		protein_coding	NW_003303688.1:381201-383324	+	GeneID:9466364	AT1G28650.1	proteasomal ubiquitin receptor ADRM1-like protein	IPR000001;IPR000002				A0A616CBD3	
PITG_18651	uncharacterized protein		protein_coding	NW_003303688.1:383397-386283	-	GeneID:9466365	AT2G28651.1		IPR000001;IPR000002					
PITG_18652	Cation Diffusion Facilitator (CDF) Family		protein_coding	NW_003303688.1:386886-388831	-	GeneID:9466366	AT3G28652.1	Cation Diffusion Facilitator (CDF) Family	IPR000001;IPR000002	Q10724	Q10724		A0A0D8642B	
PITG_18655	uncharacterized protein		protein_coding	NW_003303688.1:499107-500480	+	GeneID:9466367	AT1G28655.1		IPR000001;IPR000002					
PITG_18656	uncharacterized protein		protein_coding	NW_003303688.1:500643-504444	-	GeneID:9466368	AT2G28656.1		IPR000001;IPR000002					
PITG_18657	uncharacterized protein		protein_coding	NW_003303688.1:505463-506107	+	GeneID:9466369	AT3G28657.1		IPR000001;IPR000002					
PITG_18658	uncharacterized protein		protein_coding	NW_003303688.1:508361-509646	-	GeneID:9466370	AT4G28658.1		IPR000001;IPR000002					
PITG_18659	uncharacterized protein		protein_coding	NW_003303688.1:509731-510138	+	GeneID:9466371	AT5G28659.1		IPR000001;IPR000002					
PITG_18660	uncharacterized protein		protein_coding	NW_003303680.1:85766-87148	+	GeneID:9477122	AT1G28660.1		IPR000001;IPR000002					
PITG_18662	uncharacterized protein		protein_coding	NW_003303680.1:242318-242958	+	GeneID:9477104	AT3G28662.1		IPR000001;IPR000002					
PITG_18663	uncharacterized protein		protein_coding	NW_003303680.1:247164-250433	+	GeneID:9477105	AT4G28663.1		IPR000001;IPR000002					
PITG_18664	uncharacterized protein		protein_coding	NW_003303680.1:270176-271891	+	GeneID:9477106	AT5G28664.1		IPR000001;IPR000002					
PITG_18667	sulfatase-like protein		protein_coding	NW_003303680.1:315049-315968	-	GeneID:9477108	AT3G28667.1	sulfatase-like protein	IPR000001;IPR000002				A0A3FA6E85	
PITG_18670	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303680.1:366893-367210	+	GeneID:9477111	AT1G28670.1	secreted RxLR effector peptide protein	IPR001254;IPR015424				A0A323FD0E	
PITG_18671	ATP-binding Cassette (ABC) Superfamily		protein_coding	NW_003303680.1:367971-370047	+	GeneID:9477112	AT2G28671.1	ATP-binding Cassette (ABC) Superfamily	IPR002048;IPR016024				A0A54BAD47	
PITG_18675	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303680.1:407026-407349	+	GeneID:9477113	AT1G28675.1	secreted RxLR effector peptide protein	IPR001254;IPR015424				A0ACD14A0D	
PITG_18677	uncharacterized protein		protein_coding	NW_003303680.1:456672-458743	+	GeneID:9477115	AT3G28677.1		IPR000001;IPR000002					
PITG_18678	uncharacterized protein		protein_coding	NW_003303680.1:460897-464017	+	GeneID:9477116	AT4G28678.1		IPR000001;IPR000002					
PITG_18680	cleavage induced conserved hypothetical protein		protein_coding	NW_003303680.1:471707-472985	-	GeneID:9477117	AT1G28680.1	cleavage induced conserved hypothetical protein	IPR000001;IPR000002				A0AD9EDC73	
PITG_18681	uncharacterized protein		protein_coding	NW_003303680.1:500722-502285	-	GeneID:9477118	AT2G28681.1		IPR000001;IPR000002					
PITG_18682	uncharacterized protein		protein_coding	NW_003303680.1:503294-503803	-	GeneID:9477119	AT3G28682.1		IPR000001;IPR000002					
PITG_18683	avrblb2 family secreted RxLR effector peptide, putative		protein_coding	NW_003303680.1:514899-515201	+	GeneID:9477120	AT4G28683.1	avrblb2 family secreted RxLR effector peptide	IPR001254;IPR015424	Q4FF85	Q4FF85		A0A2FAAC49	
PITG_18685	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303680.1:569620-569937	+	GeneID:9477121	AT1G28685.1	secreted RxLR effector peptide protein	IPR001254;IPR015424				A0ABB039D8	
PITG_18686	uncharacterized protein		protein_coding	NW_003303683.1:472-1411	-	GeneID:9477302	AT2G28686.1		IPR000001;IPR000002					
PITG_18687	mitogen-activated protein kinase, putative		protein_coding	NW_003303683.1:27162-30254	+	GeneID:9477153	AT3G28687.1	mitogen-activated protein kinase	IPR011009;IPR000719				A0AD835AAC	
PITG_18688	Poly(A) polymerase, putative		protein_coding	NW_003303683.1:32344-34377	+	GeneID:9477154	AT4G28688.1	Poly(A) polymerase	IPR000001;IPR000002				A0A59DC53F	
PITG_18689	uncharacterized protein		protein_coding	NW_003303683.1:34897-37016	-	GeneID:9477155	AT5G28689.1		IPR000001;IPR000002					
PITG_18690	uncharacterized protein		protein_coding	NW_003303683.1:37608-38747	-	GeneID:9477156	AT1G28690.1		IPR000001;IPR000002					
PITG_18693	uncharacterized protein		protein_coding	NW_003303683.1:76273-77336	+	GeneID:9477157	AT4G28693.1		IPR000001;IPR000002					
PITG_18694	uncharacterized protein		protein_coding	NW_003303683.1:77727-78136	-	GeneID:9477158	AT5G28694.1		IPR000001;IPR000002					
PITG_18695	UDP-galactose transporter		protein_coding	NW_003303683.1:78758-79889	-	GeneID:9477159	AT1G28695.1	UDP-galactose transporter	IPR003439;IPR003593				A0A72312BE	
PITG_18696	replication factor C subunit, putative		protein_coding	NW_003303683.1:79928-83123	+	GeneID:9477160	AT2G28696.1	replication factor C subunit	IPR000001;IPR000002	Q999B9	Q999B9		A0AE6B05A7	
PITG_18697	uncharacterized protein		protein_coding	NW_003303683.1:84488-84982	+	GeneID:9477161	AT3G28697.1		IPR000001;IPR000002					
PITG_18701	uncharacterized protein		protein_coding	NW_003303683.1:150746-152569	-	GeneID:9477162	AT2G28701.1		IPR000001;IPR000002					
PITG_18702	uncharacterized protein		protein_coding	NW_003303683.1:170871-172640	-	GeneID:9477163	AT3G28702.1		IPR000001;IPR000002					
PITG_18705	uncharacterized protein		protein_coding	NW_003303683.1:198123-198597	+	GeneID:9477164	AT1G28705.1		IPR000001;IPR000002					
PITG_18706	acetyl-CoA carboxylase, putative		protein_coding	NW_003303683.1:206693-214742	+	GeneID:9477165	AT2G28706.1	acetyl-CoA carboxylase	IPR000001;IPR000002	Q86967	Q86967		A0A839155A	
PITG_18707	glycerol-3-phosphate O-acyltransferase, putative		protein_coding	NW_003303683.1:213816-216117	-	GeneID:9477166	AT3G28707.1	glycerol-3-phosphate O-acyltransferase	IPR005150;IPR013015	Q86073	Q86073		A0A36E9027	
PITG_18708	serine/threonine-protein phosphatase PP1-1		protein_coding	NW_003303683.1:217106-218152	+	GeneID:9477167	AT4G28708.1	serine/threonine-protein phosphatase PP1-1	IPR004843;IPR015655	Q351F5	Q351F5		A0ADAB13C1	
PITG_18709	uncharacterized protein		protein_coding	NW_003303683.1:218608-219716	-	GeneID:9477168	AT5G28709.1		IPR000001;IPR000002					
PITG_18710	uncharacterized protein		protein_coding	NW_003303683.1:219844-221049	+	GeneID:9477169	AT1G28710.1		IPR000001;IPR000002					
PITG_18711	uncharacterized protein		protein_coding	NW_003303683.1:221059-222161	-	GeneID:9477170	AT2G28711.1		IPR000001;IPR000002					
PITG_18712	uncharacterized protein		protein_coding	NW_003303683.1:222584-224744	-	GeneID:9477171	AT3G28712.1		IPR000001;IPR000002					
PITG_18713	Rab6 family GTPase, putative		protein_coding	NW_003303683.1:239417-240353	+	GeneID:9477172	AT4G28713.1	Rab6 family GTPase	IPR000001;IPR000002				A0AA2A577A	
PITG_18714	intraflagellar Transport protein 80		protein_coding	NW_003303683.1:240652-242955	-	GeneID:9477253	AT5G28714.1	intraflagellar Transport protein 80	IPR000001;IPR000002				A0A17559D5	
