GeneID	Product	Note	Gene_Biotype	Location	Strand	Dbxref
PITG_19054	peroxisomal multifunctional enzyme, putative		protein_coding	NW_003303671.1:436672-438155	-	GeneID:9467322
PITG_19055	uncharacterized protein		protein_coding	NW_003303671.1:438250-439386	+	GeneID:9467323
PITG_19056	Cation Diffusion Facilitator (CDF) Family		protein_coding	NW_003303671.1:439442-440614	-	GeneID:9467324
PITG_19060	uncharacterized protein		protein_coding	NW_003303668.1:69039-69359	-	GeneID:9467263
PITG_19062	uncharacterized protein		protein_coding	NW_003303668.1:89681-89870	+	GeneID:9467248
PITG_19063	uncharacterized protein		protein_coding	NW_003303668.1:90746-91802	+	GeneID:9467249
PITG_19064	pre-mRNA-splicing factor ISY1		protein_coding	NW_003303668.1:91510-92368	-	GeneID:9467250
PITG_19065	pyridine nucleotide-disulfide oxidoreductase, putative		protein_coding	NW_003303668.1:92489-94256	+	GeneID:9467251
PITG_19070	uncharacterized protein		protein_coding	NW_003303668.1:125699-126680	+	GeneID:9467252
PITG_19072	uncharacterized protein		protein_coding	NW_003303668.1:238107-238515	+	GeneID:9467253
PITG_19078	uncharacterized protein		protein_coding	NW_003303668.1:318509-319721	+	GeneID:9467255
PITG_19080	uncharacterized protein		protein_coding	NW_003303668.1:359457-360328	+	GeneID:9467256
PITG_19081	uncharacterized protein		protein_coding	NW_003303668.1:360615-360785	+	GeneID:9467257
PITG_19084	uncharacterized protein		protein_coding	NW_003303668.1:401771-403091	+	GeneID:9467258
PITG_19085	uncharacterized protein		protein_coding	NW_003303668.1:403848-405539	+	GeneID:9467259
PITG_19086	uncharacterized protein		protein_coding	NW_003303668.1:407558-408796	+	GeneID:9467260
PITG_19087	uncharacterized protein		protein_coding	NW_003303668.1:411493-411911	+	GeneID:9467261
PITG_19088	uncharacterized protein		protein_coding	NW_003303668.1:445917-446592	-	GeneID:9467262
PITG_19092	uncharacterized protein		protein_coding	NW_003303684.1:60171-81007	+	GeneID:9477307
PITG_19093	uncharacterized protein		protein_coding	NW_003303684.1:154787-156205	+	GeneID:9477314
PITG_19094	uncharacterized protein		protein_coding	NW_003303684.1:156225-157251	+	GeneID:9477315
PITG_19095	uncharacterized protein		protein_coding	NW_003303684.1:158294-160341	+	GeneID:9477316
PITG_19096	phospho-2-dehydro-3-deoxyheptonate aldolase		protein_coding	NW_003303684.1:160558-162070	+	GeneID:9477317
PITG_19097	uncharacterized protein		protein_coding	NW_003303684.1:162391-166364	-	GeneID:9477318
PITG_19098	uncharacterized protein		protein_coding	NW_003303684.1:193067-193996	-	GeneID:9477319
PITG_19099	elongator complex protein, putative		protein_coding	NW_003303684.1:196262-199226	+	GeneID:9477320
PITG_19100	Voltage-gated Ion Channel (VIC) Superfamily		protein_coding	NW_003303684.1:200901-202316	-	GeneID:9477321
PITG_19101	Voltage-gated Ion Channel (VIC) Superfamily		protein_coding	NW_003303684.1:203357-205401	-	GeneID:9477322
PITG_19102	centrosomal protein, putative		protein_coding	NW_003303684.1:205615-207968	+	GeneID:9477323
PITG_19103	uncharacterized protein		protein_coding	NW_003303684.1:207973-208656	-	GeneID:9477324
PITG_19104	uncharacterized protein		protein_coding	NW_003303684.1:210041-211553	+	GeneID:9477325
PITG_19105	uncharacterized protein		protein_coding	NW_003303684.1:212513-213460	+	GeneID:9477326
PITG_19106	uncharacterized protein		protein_coding	NW_003303684.1:213844-215112	-	GeneID:9477327
PITG_19107	uncharacterized protein		protein_coding	NW_003303684.1:215300-216587	+	GeneID:9477328
PITG_19108	uncharacterized protein		protein_coding	NW_003303684.1:216779-218617	+	GeneID:9477329
PITG_19109	uncharacterized protein		protein_coding	NW_003303684.1:218686-219060	-	GeneID:9477330
PITG_19110	uncharacterized protein		protein_coding	NW_003303684.1:221625-223396	-	GeneID:9477331
PITG_19111	uncharacterized protein		protein_coding	NW_003303684.1:223616-225649	-	GeneID:9477332
PITG_19112	uncharacterized protein		protein_coding	NW_003303684.1:225857-228725	+	GeneID:9477333
PITG_19113	uncharacterized protein		protein_coding	NW_003303684.1:229040-230800	-	GeneID:9477494
PITG_19114	uncharacterized protein		protein_coding	NW_003303684.1:230926-233000	-	GeneID:9477495
PITG_19115	importin-like protein		protein_coding	NW_003303684.1:233155-236328	-	GeneID:9477496
PITG_19117	uncharacterized protein		protein_coding	NW_003303684.1:250171-251875	+	GeneID:9477497
PITG_19118	uncharacterized protein		protein_coding	NW_003303684.1:252007-253739	+	GeneID:9477498
PITG_19119	uncharacterized protein		protein_coding	NW_003303684.1:254692-255408	+	GeneID:9477499
PITG_19121	60S ribosomal protein L10		protein_coding	NW_003303684.1:272662-273509	+	GeneID:9477500
PITG_19122	uncharacterized protein		protein_coding	NW_003303684.1:273621-275118	-	GeneID:9477501
PITG_19123	uncharacterized protein		protein_coding	NW_003303684.1:275614-276940	+	GeneID:9477502
PITG_19124	endoplasmic reticulum-Golgi intermediate compartment protein, putative		protein_coding	NW_003303684.1:277224-278361	-	GeneID:9477503
PITG_19125	uncharacterized protein		protein_coding	NW_003303684.1:278605-279997	-	GeneID:9477504
PITG_19126	uncharacterized protein		protein_coding	NW_003303684.1:282373-283247	-	GeneID:9477505
PITG_19127	uncharacterized protein		protein_coding	NW_003303684.1:283310-284822	+	GeneID:9477506
PITG_19128	uncharacterized protein		protein_coding	NW_003303684.1:285087-286486	-	GeneID:9477507
PITG_19129	ATP-dependent RNA helicase eIF4A, putative		protein_coding	NW_003303684.1:287168-288486	-	GeneID:9477508
PITG_19132	uncharacterized protein		protein_coding	NW_003303684.1:325522-326392	+	GeneID:9477509
PITG_19133	uncharacterized protein		protein_coding	NW_003303684.1:332580-333103	-	GeneID:9477510
PITG_19134	uncharacterized protein		protein_coding	NW_003303684.1:333509-334840	-	GeneID:9477511
PITG_19136	uncharacterized protein		protein_coding	NW_003303684.1:350488-351146	-	GeneID:9477512
PITG_19137	uncharacterized protein		protein_coding	NW_003303684.1:351797-352258	-	GeneID:9477513
PITG_19139	uncharacterized protein		protein_coding	NW_003303684.1:366850-367534	-	GeneID:9477514
PITG_19140	uncharacterized protein		protein_coding	NW_003303684.1:370359-372049	+	GeneID:9477515
PITG_19141	uncharacterized protein		protein_coding	NW_003303684.1:372457-373181	+	GeneID:9477516
PITG_19142	alkylated DNA repair protein alkB-like protein		protein_coding	NW_003303684.1:374159-375276	+	GeneID:9477517
PITG_19143	uncharacterized protein		protein_coding	NW_003303684.1:376088-376994	+	GeneID:9477518
PITG_19144	uncharacterized protein		protein_coding	NW_003303684.1:377391-378230	-	GeneID:9477519
PITG_19145	uncharacterized protein		protein_coding	NW_003303684.1:378522-379012	+	GeneID:9477520
PITG_19146	uncharacterized protein		protein_coding	NW_003303684.1:380264-381163	+	GeneID:9477521
PITG_19147	uncharacterized protein		protein_coding	NW_003303684.1:383645-384094	-	GeneID:9477522
PITG_19148	uncharacterized protein		protein_coding	NW_003303684.1:384397-385194	-	GeneID:9477523
PITG_19149	uncharacterized protein		protein_coding	NW_003303684.1:385498-388413	-	GeneID:9477524
PITG_19150	uncharacterized protein		protein_coding	NW_003303684.1:388684-389808	-	GeneID:9477525
PITG_19151	uncharacterized protein		protein_coding	NW_003303684.1:395050-397130	+	GeneID:9477526
PITG_19152	uncharacterized protein		protein_coding	NW_003303684.1:397662-398453	-	GeneID:9477527
PITG_19153	uncharacterized protein		protein_coding	NW_003303684.1:398701-407251	+	GeneID:9477528
PITG_19154	uncharacterized protein		protein_coding	NW_003303684.1:407366-408037	-	GeneID:9477529
PITG_19155	uncharacterized protein		protein_coding	NW_003303684.1:408671-413098	+	GeneID:9477530
PITG_19156	uncharacterized protein		protein_coding	NW_003303684.1:413180-414262	-	GeneID:9477531
PITG_19157	uncharacterized protein		protein_coding	NW_003303684.1:415001-415449	+	GeneID:9477532
PITG_19158	uncharacterized protein		protein_coding	NW_003303684.1:415554-417655	+	GeneID:9477533
PITG_19159	uncharacterized protein		protein_coding	NW_003303684.1:417691-419201	+	GeneID:9477534
PITG_19160	uncharacterized protein		protein_coding	NW_003303684.1:419352-420813	+	GeneID:9477535
PITG_19161	pyruvate dehydrogenase E1 component subunit beta		protein_coding	NW_003303684.1:421103-422530	-	GeneID:9477536
PITG_19162	alcohol dehydrogenase, putative		protein_coding	NW_003303684.1:424053-425324	+	GeneID:9477537
PITG_19163	ATP-dependent RNA helicase, putative		protein_coding	NW_003303684.1:427063-428704	-	GeneID:9477538
PITG_19164	Mitochondrial Protein Translocase (MPT) Family		protein_coding	NW_003303684.1:428927-430539	+	GeneID:9477539
PITG_19165	DNA repair and recombination protein radA, putative		protein_coding	NW_003303684.1:430864-432829	+	GeneID:9477540
PITG_19166	uncharacterized protein		protein_coding	NW_003303684.1:432917-434415	-	GeneID:9477541
PITG_19167	uncharacterized protein		protein_coding	NW_003303684.1:435084-436025	+	GeneID:9477542
PITG_19168	uncharacterized protein		protein_coding	NW_003303684.1:436318-438383	-	GeneID:9477543
PITG_19173	uncharacterized protein		protein_coding	NW_003303676.1:36477-37277	+	GeneID:9476462
PITG_19174	phosphoglucomutase, putative		protein_coding	NW_003303676.1:42256-44224	+	GeneID:9473701
PITG_19175	uncharacterized protein		protein_coding	NW_003303676.1:44441-47359	-	GeneID:9473702
PITG_19176	uncharacterized protein		protein_coding	NW_003303676.1:47529-47949	+	GeneID:9473703
PITG_19177	uncharacterized protein		protein_coding	NW_003303676.1:47967-49139	-	GeneID:9473704
PITG_19178	13 kDa ribonucleoprotein-associated protein		protein_coding	NW_003303676.1:113295-113907	-	GeneID:9476451
PITG_19179	mitochondrial import receptor subunit TOM70, putative		protein_coding	NW_003303676.1:114205-116101	+	GeneID:9476452
PITG_19180	uncharacterized protein		protein_coding	NW_003303676.1:116119-117668	+	GeneID:9476453
PITG_19181	uncharacterized protein		protein_coding	NW_003303676.1:117796-118473	-	GeneID:9476454
PITG_19182	DNA cross-link repair protein, putative		protein_coding	NW_003303676.1:119001-121025	-	GeneID:9476455
PITG_19183	uncharacterized protein		protein_coding	NW_003303676.1:121141-122587	+	GeneID:9476456
PITG_19184	ER lumen protein retaining receptor		protein_coding	NW_003303676.1:122679-123714	-	GeneID:9476457
PITG_19188	uncharacterized protein		protein_coding	NW_003303676.1:188759-189055	+	GeneID:9476458
PITG_19189	uncharacterized protein		protein_coding	NW_003303676.1:189310-190501	+	GeneID:9476459
PITG_19191	2-oxoglutarate dehydrogenase, putative		protein_coding	NW_003303676.1:300552-304026	+	GeneID:9476460
PITG_19193	uncharacterized protein		protein_coding	NW_003303676.1:328487-328753	+	GeneID:9476461
PITG_19198	uncharacterized protein		protein_coding	NW_003303669.1:40283-40894	-	GeneID:9467278
PITG_19199	arginine N-methyltransferase, putative		protein_coding	NW_003303669.1:41041-42417	+	GeneID:9467264
PITG_19200	geranylgeranyl transferase, putative		protein_coding	NW_003303669.1:42510-43716	+	GeneID:9467265
PITG_19201	uncharacterized protein		protein_coding	NW_003303669.1:43766-44341	-	GeneID:9467266
PITG_19202	uncharacterized protein		protein_coding	NW_003303669.1:44721-45683	+	GeneID:9467267
PITG_19203	uncharacterized protein		protein_coding	NW_003303669.1:48326-61486	+	GeneID:9467268
PITG_19204	uncharacterized protein		protein_coding	NW_003303669.1:61519-62957	-	GeneID:9467269
PITG_19205	uncharacterized protein		protein_coding	NW_003303669.1:123707-127256	+	GeneID:9467270
PITG_19206	uncharacterized protein		protein_coding	NW_003303669.1:211100-211713	-	GeneID:9467271
PITG_19208	uncharacterized protein		protein_coding	NW_003303669.1:273560-275171	-	GeneID:9467272
PITG_19210	SET domain-containing protein, putative		protein_coding	NW_003303669.1:281635-282033	+	GeneID:9467273
PITG_19211	uncharacterized protein		protein_coding	NW_003303669.1:307150-307777	+	GeneID:9467274
PITG_19212	tubulin/FtsZ family protein, putative		protein_coding	NW_003303669.1:364808-366451	+	GeneID:9467275
PITG_19213	mitogen-activated protein kinase, putative		protein_coding	NW_003303669.1:367104-370709	-	GeneID:9467276
PITG_19216	uncharacterized protein		protein_coding	NW_003303669.1:499881-500524	+	GeneID:9467277
PITG_19218	uncharacterized protein		protein_coding	NW_003303672.1:52398-52697	+	GeneID:9467354
PITG_19219	uncharacterized protein		protein_coding	NW_003303672.1:61989-62981	+	GeneID:9467326
PITG_19220	uncharacterized protein		protein_coding	NW_003303672.1:63028-66659	-	GeneID:9467327
PITG_19223	uncharacterized protein		protein_coding	NW_003303672.1:142034-145636	+	GeneID:9467329
PITG_19224	uncharacterized protein		protein_coding	NW_003303672.1:146720-147387	-	GeneID:9467330
PITG_19225	uncharacterized protein		protein_coding	NW_003303672.1:307925-308311	+	GeneID:9467331
PITG_19227	uncharacterized protein		protein_coding	NW_003303672.1:322506-325641	+	GeneID:9467332
PITG_19228	uncharacterized protein		protein_coding	NW_003303672.1:325892-327497	+	GeneID:9467333
PITG_19229	uncharacterized protein		protein_coding	NW_003303672.1:328160-328690	+	GeneID:9467334
PITG_19230	glycoside hydrolase, putative		protein_coding	NW_003303672.1:328870-330895	+	GeneID:9467335
PITG_19231	uncharacterized protein		protein_coding	NW_003303672.1:331674-332378	+	GeneID:9467336
PITG_19232	secreted RxLR effector peptide protein, putative		protein_coding	NW_003303672.1:348855-349289	+	GeneID:9467337
PITG_19233	uncharacterized protein		protein_coding	NW_003303672.1:364300-365519	+	GeneID:9467338
PITG_19234	choline/Carnitine O-acyltransferase, putative		protein_coding	NW_003303672.1:392320-394912	+	GeneID:9467339
PITG_19235	serine/threonine protein kinase		protein_coding	NW_003303672.1:394941-396678	-	GeneID:9467340
PITG_19237	uncharacterized protein		protein_coding	NW_003303672.1:398900-400079	+	GeneID:9467341
PITG_19238	uncharacterized protein		protein_coding	NW_003303672.1:400588-401829	-	GeneID:9467342
PITG_19239	uncharacterized protein		protein_coding	NW_003303672.1:403466-406659	-	GeneID:9467343
PITG_19240	uncharacterized protein		protein_coding	NW_003303672.1:408370-409598	-	GeneID:9467344
PITG_19242	uncharacterized protein		protein_coding	NW_003303672.1:413490-416222	+	GeneID:9467345
PITG_19245	uncharacterized protein		protein_coding	NW_003303672.1:440917-441614	-	GeneID:9467346
PITG_19247	atlastin-like protein		protein_coding	NW_003303672.1:444366-446409	-	GeneID:9467347
PITG_19248	calcineurin-like phosphoesterase, putative		protein_coding	NW_003303672.1:446641-448289	-	GeneID:9467348
PITG_19249	uncharacterized protein		protein_coding	NW_003303672.1:448678-450109	-	GeneID:9467349
PITG_19250	12-oxophytodienoate reductase, putative		protein_coding	NW_003303672.1:450704-451894	-	GeneID:9467350
PITG_19251	palmitoyltransferase, putative		protein_coding	NW_003303672.1:460982-462412	+	GeneID:9467351
PITG_19252	acyl-CoA dehydrogenase/oxidase		protein_coding	NW_003303672.1:480979-482162	-	GeneID:9467352
PITG_19253	uncharacterized protein		protein_coding	NW_003303672.1:491300-491849	+	GeneID:9467353
PITG_19254	uncharacterized protein		protein_coding	NW_003303675.1:9337-10607	+	GeneID:9473700
PITG_19255	uncharacterized protein		protein_coding	NW_003303675.1:36813-37243	-	GeneID:9473678
PITG_19256	protein kinase, putative		protein_coding	NW_003303675.1:41925-42812	-	GeneID:9473679
PITG_19257	calcineurin-like phosphoesterase, putative		protein_coding	NW_003303675.1:114481-118689	-	GeneID:9473680
PITG_19263	sulfite reductase [NADPH] flavoprotein component, putative		protein_coding	NW_003303675.1:183009-186644	+	GeneID:9473683
PITG_19266	uncharacterized protein		protein_coding	NW_003303675.1:226187-227112	+	GeneID:9473684
PITG_19267	uncharacterized protein		protein_coding	NW_003303675.1:227873-231112	-	GeneID:9473685
PITG_19268	uncharacterized protein		protein_coding	NW_003303675.1:231725-232993	+	GeneID:9473686
PITG_19269	uncharacterized protein		protein_coding	NW_003303675.1:233167-234359	-	GeneID:9473687
PITG_19270	uncharacterized protein		protein_coding	NW_003303675.1:234741-235952	+	GeneID:9473688
PITG_19274	uncharacterized protein		protein_coding	NW_003303675.1:240044-240979	+	GeneID:9473689
PITG_19275	uncharacterized protein		protein_coding	NW_003303675.1:245777-246439	+	GeneID:9473690
PITG_19278	uncharacterized protein		protein_coding	NW_003303675.1:259527-260982	+	GeneID:9473691
PITG_19279	uncharacterized protein		protein_coding	NW_003303675.1:279397-280914	+	GeneID:9473692
PITG_19280	ribosome biogenesis protein RLP24		protein_coding	NW_003303675.1:281642-282311	+	GeneID:9473693
PITG_19281	ATP-binding cassette sub-family E member 1		protein_coding	NW_003303675.1:282498-284531	+	GeneID:9473694
PITG_19282	uncharacterized protein		protein_coding	NW_003303675.1:284967-285892	+	GeneID:9473695
PITG_19283	uncharacterized protein		protein_coding	NW_003303675.1:285935-286629	-	GeneID:9473696
PITG_19284	uncharacterized protein		protein_coding	NW_003303675.1:289968-290537	-	GeneID:9473697
PITG_19286	Major Facilitator Superfamily (MFS)		protein_coding	NW_003303675.1:385038-386405	+	GeneID:9473698
PITG_19287	uncharacterized protein		protein_coding	NW_003303675.1:386780-387726	+	GeneID:9473699
PITG_19292	uncharacterized protein		protein_coding	NW_003303670.1:141-5263	+	GeneID:9467286
